X,Y,FID,ID,Year,Reported_D,Reported_T,Reported_W,Occurrence,Occurren_1,Occurren_2,Location_T,Primary_Of,Bicycle_St,Bicycle_Va,Bicycle_Ma,Bicycle_Mo,Bicycle_Ty,Bicycle_Fr,Bicycle_Co,Bicycle_Sp,Ottawa_Nei,Ottawa_N_1,Ottawa_N_2,Census_Tra,Census_T_1,X_Coordina,Y_Coordina
-8426418.43069893,5682956.09890965,67,844,2022,2022/09/15 00:00:00+00,1905/01/10 00:00:00+00,Thursday,2022/09/15 00:00:00+00,1905/01/10 00:00:00+00,Thursday,SCHOOLS DURING NOT SUPERVISED ACTIVITY,THEFT<BICYCLE,STOLEN,500,ROCM,N/A,MOUNTAIN,MEN'S,DARK GREEN,0,Centretown,Sector 23,Central,5050020.01,20.01,367771.709,5027976.546
-8422519.44293355,5690287.78375914,68,999,2022,2022/09/15 00:00:00+00,1905/04/13 00:00:00+00,Thursday,2022/09/15 00:00:00+00,1904/02/08 00:00:00+00,Thursday,"STREETS, ROADS, HIGHWAYS",THEFT<BICYCLE,STOLEN,1000,OPUS,IVAN,HYBRID,MEN'S,GRAY,7,Glebe - Dows Lake,Sector 22,Central,5050100,100,370460.711,5033142.589
-8426550.52113499,5687257.54281911,69,1307,2022,2022/09/15 00:00:00+00,1903/04/17 00:00:00+00,Thursday,2022/09/15 00:00:00+00,1901/02/03 00:00:00+00,Thursday,UNIVERSITIES / COLLEGES,THEFT<BICYCLE,STOLEN,N/A,UNKNOWN,N/A,MOUNTAIN,UNISEX,N/A,1,Byward Market,Sector 24,Central,5050038,38,367648.7049,5030990.5729
-8426282.18530956,5689489.89477972,70,1325,2022,2022/09/15 00:00:00+00,1904/07/01 00:00:00+00,Thursday,2022/09/13 00:00:00+00,1905/07/22 00:00:00+00,Tuesday,"SINGLE HOME, HOUSE",THEFT<BICYCLE,STOLEN,4500,GIANT,ANTHEM AVANCED,MOUNTAIN,MEN'S,ORANGE,21,Carleton University,Sector 22,Central,5050054,54,367821.703,5032556.5871
-8425582.83586423,5686176.14457762,71,1809,2022,2022/09/15 00:00:00+00,1904/07/14 00:00:00+00,Thursday,2022/07/09 00:00:00+00,1906/05/18 00:00:00+00,Saturday,OTHER NON COMMERCIAL/CORPORATE PLACES/ GOVT BLDG,THEFT<BICYCLE,STOLEN,800,KHS,MOUNTAINBIKE,HYBRID,UNISEX,YELLOW,12,Vanier South,Sector 25,Central,5050036,36,368336.709,5030239.566
-8425560.5164743,5689274.44323273,72,46,2022,2022/09/14 00:00:00+00,1903/05/09 00:00:00+00,Wednesday,2022/09/12 00:00:00+00,1904/05/18 00:00:00+00,Monday,OTHER COMMERCIAL / CORPORATE PLACES,B&E NON-RESIDENC,STOLEN,3900,CANNONDALE,TOP STONE,MOUNTAIN,MEN'S,BEIGE,22,Glebe - Dows Lake,Sector 22,Central,5050053,53,368330.4897,5032410.7455
-8430416.97421917,5685824.98734816,73,341,2022,2022/09/14 00:00:00+00,1903/12/02 00:00:00+00,Wednesday,2022/09/14 00:00:00+00,1903/02/03 00:00:00+00,Wednesday,UNIVERSITIES / COLLEGES,THEFT<BICYCLE,STOLEN,700,NORCO,INDIE,MOUNTAIN,UNISEX,BLACK,24,Hintonburg - Mechanicsville,Sector 21,Central,5050046,46,364939.877,5029960.08
-8430416.97421917,5685824.98734816,74,342,2022,2022/09/14 00:00:00+00,1903/12/02 00:00:00+00,Wednesday,2022/09/14 00:00:00+00,1903/02/03 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",THEFT<BICYCLE,STOLEN,700,NORCO,INDIE,OTHER,UNISEX,BLACK,24,Hintonburg - Mechanicsville,Sector 21,Central,5050046,46,364939.877,5029960.08
-8425560.5164743,5689274.44323273,75,343,2022,2022/09/14 00:00:00+00,1903/05/09 00:00:00+00,Wednesday,2022/09/12 00:00:00+00,1904/05/18 00:00:00+00,Monday,COMMERCIAL DWELLING UNIT,B&E NON-RESIDENC,STOLEN,3500,CANNONDALE,CAA0X,OTHER,UNISEX,BLACK,22,Hintonburg - Mechanicsville,Sector 21,Central,5050053,53,368330.4897,5032410.7455
-8426487.70471284,5682423.34461312,76,520,2022,2022/09/14 00:00:00+00,1903/08/21 00:00:00+00,Wednesday,2022/09/08 00:00:00+00,1903/08/21 00:00:00+00,Thursday,OTHER COMMERCIAL / CORPORATE PLACES,BR UNDER/RECOG,STOLEN,700,UNKNOWN,UNKNOWN,MOUNTAIN,MEN'S,BLACK RED,12,Hintonburg - Mechanicsville,Sector 21,Central,5050020.01,20.01,367726.7101,5027602.543
-8422897.98603341,5690280.31922244,77,774,2022,2022/09/14 00:00:00+00,1903/02/05 00:00:00+00,Wednesday,2022/09/13 00:00:00+00,1906/01/08 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT<BICYCLE,STOLEN,600,GLOBAL,N/A,MOUNTAIN,MEN'S,BROWN,14,Hintonburg - Mechanicsville,Sector 21,Central,5050101,101,370194.7101,5033134.589
-8425505.43077653,5684974.97214878,78,1139,2022,2022/09/14 00:00:00+00,1906/05/05 00:00:00+00,Wednesday,2022/09/14 00:00:00+00,1905/07/17 00:00:00+00,Wednesday,OTHER COMMERCIAL / CORPORATE PLACES,B&E NON-RESIDENC,STOLEN,1100,CANNONDALE,TRAIL 7,HYBRID,MEN'S,GREEN,8,Hintonburg - Mechanicsville,Sector 21,Central,5050018,18,368399.6381,5029398.237
-8430416.97421917,5685824.98734816,79,1140,2022,2022/09/14 00:00:00+00,1903/12/02 00:00:00+00,Wednesday,2022/09/14 00:00:00+00,1903/02/03 00:00:00+00,Wednesday,OPEN AREAS,PROP FOUND/REC,STOLEN,1750,KONA,CINDER CONE,REGULAR,MEN'S,GREEN,10,Hintonburg - Mechanicsville,Sector 21,Central,5050046,46,364939.877,5029960.08
-8430416.97421917,5685824.98734816,80,1141,2022,2022/09/14 00:00:00+00,1903/12/02 00:00:00+00,Wednesday,2022/09/14 00:00:00+00,1903/02/03 00:00:00+00,Wednesday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT<BICYCLE,STOLEN,1750,KONA,CINDER CONE,MOUNTAIN,MEN'S,GREEN,10,Hintonburg - Mechanicsville,Sector 21,Central,5050046,46,364939.877,5029960.08
-8420660.34202636,5691984.17405869,81,1306,2022,2022/09/14 00:00:00+00,1905/05/07 00:00:00+00,Wednesday,2022/09/01 00:00:00+00,1904/12/04 00:00:00+00,Thursday,OTHER COMMERCIAL / CORPORATE PLACES,B&E NON-RESIDENC,STOLEN,900,NORCO,SCENE,OTHER,WOMEN'S,N/A,7,Hintonburg - Mechanicsville,Sector 21,Central,5050060,60,371754.7129,5034344.597
-8439102.30058816,5676285.34180166,82,1362,2022,2022/09/14 00:00:00+00,1905/07/18 00:00:00+00,Wednesday,2022/09/12 00:00:00+00,1904/12/04 00:00:00+00,Monday,BAR OR RESTAURANT,THEFT<BICYCLE,STOLEN,190,DYNACRAFT,HELLO KITTY,MOUNTAIN,CHILD'S,PINK,1,West Centretown,Sector 22,Central,5050138,138,358889.8079,5023215.2249
-8439102.30058816,5676285.34180166,83,1363,2022,2022/09/14 00:00:00+00,1905/07/18 00:00:00+00,Wednesday,2022/09/12 00:00:00+00,1904/12/04 00:00:00+00,Monday,"SINGLE HOME, HOUSE",THEFT<FRM VEHICL,STOLEN,190,DYNACRAFT,HELLO KITTY,OTHER,CHILD'S,PINK,1,West Centretown,Sector 22,Central,5050138,138,358889.8079,5023215.2249
-8430416.97421917,5685824.98734816,84,1502,2022,2022/09/14 00:00:00+00,1903/12/02 00:00:00+00,Wednesday,2022/09/14 00:00:00+00,1903/02/03 00:00:00+00,Wednesday,COMMERCIAL DWELLING UNIT,B&E NON-RESIDENC,STOLEN,1000,TREK,FX 3 DISC M RD,OTHER,UNISEX,RED,14,Vanier South,Sector 25,Central,5050046,46,364939.877,5029960.08
-8430416.97421917,5685824.98734816,85,1503,2022,2022/09/14 00:00:00+00,1903/12/02 00:00:00+00,Wednesday,2022/09/14 00:00:00+00,1903/02/03 00:00:00+00,Wednesday,OTHER COMMERCIAL / CORPORATE PLACES,B&E NON-RESIDENC,STOLEN,1000,TREK,FX 3 DISC M RD,TOURING,UNISEX,RED,14,Byward Market,Sector 24,Central,5050046,46,364939.877,5029960.08
-8427609.19459605,5686132.26508116,86,1611,2022,2022/09/14 00:00:00+00,1904/02/18 00:00:00+00,Wednesday,2022/09/09 00:00:00+00,1904/02/13 00:00:00+00,Friday,OPEN AREAS,THEFT<BICYCLE,STOLEN,1200,MOUNTAIN EQUIPM,N/A,HYBRID,MEN'S,SILK,0,Byward Market,Sector 24,Central,5050042,42,366912.154,5030194.5989
-8430518.71030818,5686070.64533604,87,1721,2022,2022/09/14 00:00:00+00,1905/01/02 00:00:00+00,Wednesday,2022/09/06 00:00:00+00,1904/08/26 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT<BICYCLE,STOLEN,300,SCHW,N/A,HYBRID,MEN'S,WHITE,21,Carleton University,Sector 22,Central,5050046,46,364866.6951,5030131.5671
-8430518.71030818,5686070.64533604,88,1722,2022,2022/09/14 00:00:00+00,1905/01/02 00:00:00+00,Wednesday,2022/09/06 00:00:00+00,1904/08/26 00:00:00+00,Tuesday,"SINGLE HOME, HOUSE",THEFT<BICYCLE,STOLEN,300,SCHW,N/A,OTHER,MEN'S,WHITE,21,Bayshore - Belltown,Sector 14,West,5050046,46,364866.6951,5030131.5671
-8430518.71030818,5686070.64533604,89,1723,2022,2022/09/14 00:00:00+00,1905/01/02 00:00:00+00,Wednesday,2022/09/06 00:00:00+00,1904/08/26 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT<BICYCLE,STOLEN,300,SCHW,N/A,HYBRID,MEN'S,WHITE,21,Bayshore - Belltown,Sector 14,West,5050046,46,364866.6951,5030131.5671
-8427609.19459605,5686132.26508116,90,1724,2022,2022/09/14 00:00:00+00,1904/02/14 00:00:00+00,Wednesday,2022/09/09 00:00:00+00,1904/02/08 00:00:00+00,Friday,OTHER COMMERCIAL / CORPORATE PLACES,B&E NON-RESIDENC,STOLEN,900,LINUS,N/A,HYBRID,WOMEN'S,WHITE,8,Manor Park,Sector 32,East,5050042,42,366912.154,5030194.5989
-8426194.26603597,5687182.61464035,91,339,2022,2022/09/13 00:00:00+00,1903/04/27 00:00:00+00,Tuesday,2022/09/12 00:00:00+00,1905/09/30 00:00:00+00,Monday,SCHOOLS DURING SUPERVISED ACTIVITY,THEFT<BICYCLE,STOLEN,950,CANNONDALE,QUICK 5,MOUNTAIN,MEN'S,BLACK,1,Centretown,Sector 23,Central,5050038,38,367899.706,5030940.5721
-8450485.86650101,5663187.34640665,92,340,2022,2022/09/13 00:00:00+00,1905/01/22 00:00:00+00,Tuesday,2022/09/13 00:00:00+00,1902/03/25 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,B&E NON-RESIDENC,STOLEN,600,GARNEAU. 2020,TRUST 264,MOUNTAIN,MEN'S,BLACK,21,Centretown,Sector 23,Central,5050151.05,151.05,350943.5929,5013955.4249
-8426918.43438613,5687879.15652369,93,487,2022,2022/09/13 00:00:00+00,1903/09/10 00:00:00+00,Tuesday,2022/09/11 00:00:00+00,1900/04/09 00:00:00+00,Sunday,"STREETS, ROADS, HIGHWAYS",THEFT<BICYCLE,STOLEN,N/A,GT,KARAKORAM,HYBRID,MEN'S,BLACK GREEN,27,Sandy Hill,Sector 24,Central,5050048,48,367385.703,5031423.577
-8424830.01300464,5688470.34504696,94,1398,2022,2022/09/13 00:00:00+00,1904/03/06 00:00:00+00,Tuesday,2022/09/11 00:00:00+00,1904/02/08 00:00:00+00,Sunday,"SINGLE HOME, HOUSE",THEFT<BICYCLE,STOLEN,1500,TREK,DUAL SPORT 3 W,HYBRID,WOMEN'S,PUPLE,0,Overbrook - McArthur,Sector 32,East,5050050,50,368849.7079,5031852.5789
-8420180.36627452,5691220.90239267,95,1610,2022,2022/09/13 00:00:00+00,1902/08/12 00:00:00+00,Tuesday,2022/09/12 00:00:00+00,1904/02/08 00:00:00+00,Monday,"SINGLE HOME, HOUSE",THEFT<BICYCLE,STOLEN,390.92,RIVERSIDE,VELO HYBRIDE,HYBRID,UNISEX,SILK,1,Byward Market,Sector 24,Central,5050061,61,372097.7151,5033813.591
-8426716.76279693,5689280.14261396,96,1720,2022,2022/09/13 00:00:00+00,1903/02/07 00:00:00+00,Tuesday,2022/09/12 00:00:00+00,1903/05/14 00:00:00+00,Monday,OPEN AREAS,THEFT<BICYCLE,STOLEN,480,OPUS,SENTIERO 1.0,REGULAR,MEN'S,WHITE,1,Stittsville,Sector 13,West,5050055,55,367517.7019,5032406.586
-8426562.36443073,5687782.83241744,97,335,2022,2022/09/12 00:00:00+00,1905/10/02 00:00:00+00,Monday,2022/09/12 00:00:00+00,1904/12/04 00:00:00+00,Monday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT<BICYCLE,STOLEN,550,GIANT,ESCAPE 3,MOUNTAIN,MEN'S,BLACK,7,Centretown,Sector 23,Central,5050048,48,367636.7041,5031358.5759
-8425134.5874857,5688289.58652662,98,336,2022,2022/09/12 00:00:00+00,1900/02/18 00:00:00+00,Monday,2022/09/11 00:00:00+00,1904/06/17 00:00:00+00,Sunday,"SINGLE HOME, HOUSE",THEFT<BICYCLE,STOLEN,1500,BMW,M BIKE LIMITED,HYBRID,MEN'S,BLACK,21,Centretown,Sector 23,Central,5050050,50,368636.8819,5031723.7529
-8438321.06439367,5677450.6792891,99,337,2022,2022/09/12 00:00:00+00,1905/04/20 00:00:00+00,Monday,2022/09/12 00:00:00+00,1904/10/05 00:00:00+00,Monday,PARKING LOTS,THEFT<BICYCLE,STOLEN,800,RALEIGH,2022,MOUNTAIN,MEN'S,BLACK,21,Centretown,Sector 23,Central,5050029,29,359432.6699,5024037.511
-8429178.38587906,5686268.35365712,100,338,2022,2022/09/12 00:00:00+00,1906/01/29 00:00:00+00,Monday,2022/09/12 00:00:00+00,1903/08/22 00:00:00+00,Monday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT<BICYCLE,STOLEN,75,NEVADA,N/A,TOURING,MEN'S,BLACK,21,Centretown,Sector 23,Central,5050047,47,365807.829,5030279.1879
-8420024.76955536,5684604.35587634,101,804,2022,2022/09/12 00:00:00+00,1903/08/30 00:00:00+00,Monday,2022/09/06 00:00:00+00,1902/06/18 00:00:00+00,Tuesday,SUBWAY / SUBWAY STATION,THEFT<BICYCLE,STOLEN,900,TREK,DUAL SPORT 1 GE,MOUNTAIN,MEN'S,DARK BLACK,16,Braemar Park - Bel Air Heights - Copeland Park,Sector 17,West,5050009,9,372256.7271,5029178.5521
-8426824.98136365,5686258.55093911,102,998,2022,2022/09/12 00:00:00+00,1902/08/16 00:00:00+00,Monday,2022/09/10 00:00:00+00,1906/01/08 00:00:00+00,Saturday,"SINGLE HOME, HOUSE",B&E RESIDENCE,STOLEN,1000,NORCO STORM,7.1 FORMA 2014,OTHER,WOMEN'S,GRAY,0,Sandy Hill,Sector 24,Central,5050039,39,367462.7049,5030288.5671
-8426385.28934226,5689156.11388686,103,1137,2022,2022/09/12 00:00:00+00,1905/01/23 00:00:00+00,Monday,2022/09/09 00:00:00+00,1905/10/30 00:00:00+00,Friday,SCHOOLS DURING SUPERVISED ACTIVITY,THEFT<BICYCLE,STOLEN,N/A,KONA,JAKE THE SNAKE,HYBRID,MEN'S,GREEN,1,Sandy Hill,Sector 24,Central,5050054,54,367751.5701,5032322.0181
-8426385.28934226,5689156.11388686,104,1138,2022,2022/09/12 00:00:00+00,1905/01/23 00:00:00+00,Monday,2022/09/09 00:00:00+00,1905/10/30 00:00:00+00,Friday,"STREETS, ROADS, HIGHWAYS",THEFT<BICYCLE,STOLEN,N/A,KONA,JAKE THE SNAKE,MOUNTAIN,MEN'S,GREEN,1,Sandy Hill,Sector 24,Central,5050054,54,367751.5701,5032322.0181
-8424588.24186617,5689304.27916985,105,1304,2022,2022/09/12 00:00:00+00,1903/01/17 00:00:00+00,Monday,2022/09/09 00:00:00+00,1905/03/14 00:00:00+00,Friday,"SINGLE HOME, HOUSE",THEFT<BICYCLE,STOLEN,N/A,UNKNOWN,N/A,MOUNTAIN,UNISEX,N/A,0,Sandy Hill,Sector 24,Central,5050052,52,369013.7071,5032438.5849
-8424588.24186617,5689304.27916985,106,1305,2022,2022/09/12 00:00:00+00,1903/01/17 00:00:00+00,Monday,2022/09/09 00:00:00+00,1905/03/14 00:00:00+00,Friday,"SINGLE HOME, HOUSE",RECOV STLN PROP<,STOLEN,N/A,UNKNOWN,N/A,HYBRID,UNISEX,N/A,0,Whitehaven - Queensway Terrace North,Sector 14,West,5050052,52,369013.7071,5032438.5849
-8427140.09390974,5687183.51426767,107,1499,2022,2022/09/12 00:00:00+00,1904/06/27 00:00:00+00,Monday,2022/09/08 00:00:00+00,1904/08/26 00:00:00+00,Thursday,BAR OR RESTAURANT,THEFT<BICYCLE,STOLEN,600,KONA,DEW FS,HYBRID,WOMEN'S,RED,9,Elmvale - Canterbury,Sector 33,East,5050040,40,367234.7041,5030934.5729
-8427140.09390974,5687183.51426767,108,1500,2022,2022/09/12 00:00:00+00,1904/06/27 00:00:00+00,Monday,2022/09/08 00:00:00+00,1904/08/26 00:00:00+00,Thursday,"STREETS, ROADS, HIGHWAYS",THEFT<BICYCLE,STOLEN,600,KONA,DEW FS,REGULAR,WOMEN'S,RED,9,Portobello South,Sector 31,East,5050040,40,367234.7041,5030934.5729
-8432722.01149085,5677733.85918419,109,1501,2022,2022/09/12 00:00:00+00,1903/04/28 00:00:00+00,Monday,2022/09/12 00:00:00+00,1901/06/28 00:00:00+00,Monday,OTHER COMMERCIAL / CORPORATE PLACES,B&E NON-RESIDENC,STOLEN,1000,RALEIGH MOUNTAI,FAT BIKE,OTHER,MEN'S,RED,0,Byward Market,Sector 24,Central,5050023.01,23.01,363371.691,5024271.5151
-8405023.91062195,5693276.86765649,110,1609,2022,2022/09/12 00:00:00+00,1904/09/15 00:00:00+00,Monday,2022/09/10 00:00:00+00,1904/08/26 00:00:00+00,Saturday,"SINGLE HOME, HOUSE",THEFT<BICYCLE,STOLEN,1000,GIANT,22 ROAM DISC 3,OTHER,MEN'S,SILK,16,Byward Market,Sector 24,Central,5050125.06,125.06,382731.3227,5035376.4883
-8424403.48619236,5688727.17060882,111,1719,2022,2022/09/12 00:00:00+00,1906/04/18 00:00:00+00,Monday,2022/09/11 00:00:00+00,1905/09/30 00:00:00+00,Sunday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT<BICYCLE,STOLEN,1400,SPECIALIZED,ROCK HOPPER,MOUNTAIN,WOMEN'S,WHITE,12,West Centretown,Sector 22,Central,5050051,51,369147.709,5032035.5811
-8424943.56741643,5683859.82078367,112,997,2022,2022/09/11 00:00:00+00,1904/07/04 00:00:00+00,Sunday,2022/09/10 00:00:00+00,1901/02/13 00:00:00+00,Saturday,UNIVERSITIES / COLLEGES,THEFT<BICYCLE,STOLEN,250,NORCO,HYBRID VFR,HYBRID,MEN'S,GRAY,1,Hintonburg - Mechanicsville,Sector 21,Central,5050016,16,368802.7129,5028620.551
-8429684.21767487,5685923.3118011,113,1807,2022,2022/09/11 00:00:00+00,1902/06/30 00:00:00+00,Sunday,2022/09/07 00:00:00+00,1902/06/18 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",THEFT<BICYCLE,STOLEN,1500,QUINTANA ROO,TEQUILLO,HYBRID,WOMEN'S,YELLOW,18,Hintonburg - Mechanicsville,Sector 21,Central,5050046,46,365454.48,5030033.9329
-8429684.21767487,5685923.3118011,114,1808,2022,2022/09/11 00:00:00+00,1902/06/30 00:00:00+00,Sunday,2022/09/07 00:00:00+00,1902/06/18 00:00:00+00,Wednesday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT<BICYCLE,STOLEN,1500,QUINTANA ROO,TEQUILLO,OTHER,WOMEN'S,YELLOW,18,Old Ottawa South,Sector 22,Central,5050046,46,365454.48,5030033.9329
-8425277.18317568,5689689.570072,115,333,2022,2022/09/10 00:00:00+00,1903/06/12 00:00:00+00,Saturday,2022/09/10 00:00:00+00,1902/06/23 00:00:00+00,Saturday,"SINGLE HOME, HOUSE",THEFT<BICYCLE,STOLEN,836.18,BROOKLYN BIKE C,FRANKLIN 3,RACER,UNISEX,BLACK,3,Beacon Hill South - Cardinal Heights,Sector 32,East,5050056,56,368526.7049,5032703.5879
-8426487.70471284,5682423.34461312,116,334,2022,2022/09/10 00:00:00+00,1903/05/30 00:00:00+00,Saturday,2022/09/08 00:00:00+00,1903/05/14 00:00:00+00,Thursday,"SINGLE HOME, HOUSE",THEFT<$5000,STOLEN,1216.33,GIANT,CYPRESS 2,RACER,MEN'S,BLACK,16,Centretown,Sector 23,Central,5050020.01,20.01,367726.7101,5027602.543
-8427612.6234804,5687584.93080778,117,1105,2022,2022/09/10 00:00:00+00,1903/12/17 00:00:00+00,Saturday,2022/08/25 00:00:00+00,1904/08/26 00:00:00+00,Thursday,DWELLING UNIT,THEFT<BICYCLE,STOLEN,892,TREK,DUAL SPORT 2,HYBRID,MEN'S,GRAY SILK,24,Lowertown,Sector 24,Central,5050048,48,366899.7019,5031212.5759
-8416343.01106901,5690547.8648557,118,1178,2022,2022/09/10 00:00:00+00,1904/09/16 00:00:00+00,Saturday,2022/09/10 00:00:00+00,1903/01/04 00:00:00+00,Saturday,UNIVERSITIES / COLLEGES,THEFT<BICYCLE,STOLEN,200,NAKAMURA,ROYAL 700C,HYBRID,WOMEN'S,LBLTRQ,18,Carleton University,Sector 22,Central,5050121.02,121.02,374799.7271,5033371.5789
-8425722.09729856,5687887.12111908,119,1498,2022,2022/09/09 00:00:00+00,1904/06/18 00:00:00+00,Friday,2022/09/08 00:00:00+00,1904/05/18 00:00:00+00,Thursday,"STREETS, ROADS, HIGHWAYS",THEFT<BICYCLE,STOLEN,500,GT,GT AGGRESSOR SP,REGULAR,MEN'S,RED,0,Centretown,Sector 23,Central,5050049,49,368226.706,5031437.5759
-8424973.11031738,5688246.30364339,120,329,2022,2022/09/08 00:00:00+00,1904/09/05 00:00:00+00,Thursday,2022/09/05 00:00:00+00,1904/02/08 00:00:00+00,Monday,"SINGLE HOME, HOUSE",B&E RESIDENCE,STOLEN,800,GIANT,ROAM,MOUNTAIN,MEN'S,BLACK,21,Sandy Hill,Sector 24,Central,5050050,50,368750.7079,5031694.5781
-8425089.75181294,5688668.52944557,121,330,2022,2022/09/08 00:00:00+00,1905/07/27 00:00:00+00,Thursday,2022/09/08 00:00:00+00,1903/10/31 00:00:00+00,Thursday,OTHER COMMERCIAL / CORPORATE PLACES,B&E RESIDENCE,STOLEN,300,GIANT,OPTIONS,REGULAR,WOMEN'S,BLACK,21,Sandy Hill,Sector 24,Central,5050050,50,368665.7071,5031989.5811
-8435859.33671326,5678992.86849501,122,331,2022,2022/09/08 00:00:00+00,1906/01/31 00:00:00+00,Thursday,2022/09/08 00:00:00+00,1902/06/18 00:00:00+00,Thursday,UNIVERSITIES / COLLEGES,THEFT<BICYCLE,STOLEN,1000,TREK,FX2,MOUNTAIN,MEN'S,BLACK,0,Whitehaven - Queensway Terrace North,Sector 14,West,5050025,25,361155.68,5025134.5211
-8423232.05521747,5690722.06040508,123,332,2022,2022/09/08 00:00:00+00,1903/01/09 00:00:00+00,Thursday,2022/09/07 00:00:00+00,1906/01/08 00:00:00+00,Wednesday,SCHOOLS DURING SUPERVISED ACTIVITY,THEFT<BICYCLE,STOLEN,300,SUPE,SOLARIS,HYBRID,MEN'S,BLACK,10,Vanier North,Sector 25,Central,5050104,104,369956.7079,5033441.5921
-8423832.38186966,5684646.11914956,124,1088,2022,2022/09/08 00:00:00+00,1902/10/10 00:00:00+00,Thursday,2022/09/05 00:00:00+00,1904/12/04 00:00:00+00,Monday,"STREETS, ROADS, HIGHWAYS",THEFT<BICYCLE,STOLEN,7400,TREK,N/A,HYBRID,MEN'S,GRAY ORANGE,18,Byward Market,Sector 24,Central,5050016,16,369578.59,5029179.7204
-8425630.38268307,5689080.80130939,125,1361,2022,2022/09/08 00:00:00+00,1905/06/25 00:00:00+00,Thursday,2022/08/17 00:00:00+00,1902/10/26 00:00:00+00,Wednesday,SCHOOLS DURING NOT SUPERVISED ACTIVITY,THEFT<BICYCLE,STOLEN,200,MALVELO,N/A,N/A,WOMEN'S,PINK,18,Old Ottawa East,Sector 22,Central,5050054,54,368282.7479,5032274.5841
-8425104.13667267,5684751.71137578,126,673,2022,2022/09/07 00:00:00+00,1905/07/22 00:00:00+00,Wednesday,2022/09/07 00:00:00+00,1904/12/04 00:00:00+00,Wednesday,"STREETS, ROADS, HIGHWAYS",THEFT<BICYCLE,STOLEN,400,GIANT,N/A,MOUNTAIN,MEN'S,BLUE,0,Glebe - Dows Lake,Sector 22,Central,5050018,18,368683.4376,5029244.6013
-8425897.21608997,5689290.46584166,127,996,2022,2022/09/07 00:00:00+00,1906/03/04 00:00:00+00,Wednesday,2022/09/07 00:00:00+00,1905/08/06 00:00:00+00,Wednesday,"STREETS, ROADS, HIGHWAYS",THEFT<BICYCLE,STOLEN,1000,GIANT,ESCAPE DISC 2,HYBRID,MEN'S,GRAY,6,Lindenlea - New Edinburgh,Sector 25,Central,5050054,54,368093.7041,5032419.586
-8425414.84410073,5690994.31478352,128,1204,2022,2022/09/07 00:00:00+00,1903/02/06 00:00:00+00,Wednesday,2022/09/07 00:00:00+00,1901/11/30 00:00:00+00,Wednesday,TRANSIT BUS / BUS SHELTER,THEFT<BICYCLE,STOLEN,900,NORC,XFR STEP THROUG,HYBRID,WOMEN'S,LIGHT BLUE,7,East Industrial,Sector 33,East,5050058,58,368420.7019,5033616.597
-8430341.51573462,5663763.95370524,129,1360,2022,2022/09/07 00:00:00+00,1904/10/20 00:00:00+00,Wednesday,2022/09/07 00:00:00+00,1904/09/15 00:00:00+00,Wednesday,CHURCH/SYNAGOGUE/TEMPLE/MOSQUE/RELIGIOUS INSTITUTION,THEFT<BICYCLE,STOLEN,200,CARR,SHOSHONE,REGULAR,WOMEN'S,PINK,24,East Industrial,Sector 33,East,5050141.12,141.12,365140.7189,5014480.006
-8422992.78459966,5686100.6705168,130,1397,2022,2022/09/07 00:00:00+00,1903/12/05 00:00:00+00,Wednesday,2022/07/23 00:00:00+00,1906/01/18 00:00:00+00,Saturday,SUBWAY / SUBWAY STATION,THEFT<BICYCLE,STOLEN,850,KHS 2018,ULTRASPORT,MOUNTAIN,WOMEN'S,PUPLE,21,Byward Market,Sector 24,Central,5050011.03,11.03,370158.4833,5030205.3095
-8430341.51573462,5663763.95370524,131,1497,2022,2022/09/07 00:00:00+00,1904/10/20 00:00:00+00,Wednesday,2022/09/07 00:00:00+00,1904/09/15 00:00:00+00,Wednesday,"STREETS, ROADS, HIGHWAYS",THEFT<BICYCLE,STOLEN,25,UNK,UNK,MOUNTAIN,CHILD'S,RED,0,Chapman Mills,Sector 16,West,5050141.12,141.12,365140.7189,5014480.006
-8422852.24158729,5686319.3082275,132,1806,2022,2022/09/07 00:00:00+00,1905/04/26 00:00:00+00,Wednesday,2022/09/07 00:00:00+00,1902/04/09 00:00:00+00,Wednesday,PARK,THEFT<BICYCLE,STOLEN,500,GIANT,X2,REGULAR,UNISEX,YELLOW,21,Chapman Mills,Sector 16,West,5050011.03,11.03,370255.7159,5030359.5641
